Timestamp,D0,S0,D1,S1,D2,S2,D3,S3,D4,S4,D5,S5,D6,S6,D7,S7,D8,S8,D9,S9,D10,S10,D11,S11,D12,S12,D13,S13,D14,S14,D15,S15,D16,S16,D17,S17
1537440741.08370,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,-4,OFF,5,OFF,-3,OFF,-2,OFF,1,OFF,7,OFF,5,OFF,4,OFF,0,OFF,5,OFF,2,OFF,3,OFF
1537440741.19207,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,4,OFF,5,OFF,-3,OFF,-2,OFF,1,OFF,-3,OFF,-2,OFF,0,OFF,0,OFF,5,OFF,7,OFF,3,OFF
1537440741.30044,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,-4,OFF,5,OFF,-3,OFF,-2,OFF,1,OFF,-3,OFF,-2,OFF,2,OFF,0,OFF,-4,OFF,0,OFF,3,OFF
1537440741.40881,-1,OFF,1,OFF,-3,OFF,2,OFF,2,OFF,2,OFF,4,OFF,5,OFF,-3,OFF,-2,OFF,1,OFF,-3,OFF,-2,OFF,0,OFF,0,OFF,6,OFF,0,OFF,3,OFF
1537440741.51718,-1,OFF,1,OFF,-1,OFF,2,OFF,2,OFF,2,OFF,4,OFF,5,OFF,-3,OFF,-2,OFF,1,OFF,-3,OFF,-2,OFF,0,OFF,0,OFF,6,OFF,0,OFF,3,OFF
1537440741.62555,-1,OFF,1,OFF,-1,OFF,2,OFF,-5,OFF,2,OFF,4,OFF,5,OFF,5,OFF,6,OFF,1,OFF,-3,OFF,-2,OFF,-1,OFF,0,OFF,6,OFF,0,OFF,3,OFF
1537440741.73392,-1,OFF,1,OFF,-1,OFF,2,OFF,2,OFF,2,OFF,4,OFF,5,OFF,-2,OFF,-1,OFF,1,OFF,-3,OFF,-2,OFF,7,OFF,0,OFF,6,OFF,0,OFF,3,OFF
1537440741.84229,-1,OFF,1,OFF,-3,OFF,2,OFF,2,OFF,2,OFF,4,OFF,5,OFF,5,OFF,-1,OFF,1,OFF,-3,OFF,-2,OFF,-5,OFF,0,OFF,6,OFF,0,OFF,3,OFF
1537440741.95066,-1,OFF,1,OFF,0,OFF,2,OFF,-5,OFF,2,OFF,4,OFF,5,OFF,3,OFF,-1,OFF,1,OFF,-3,OFF,-2,OFF,3,OFF,0,OFF,-4,OFF,0,OFF,3,OFF
1537440742.05903,-1,OFF,1,OFF,0,OFF,2,OFF,2,OFF,2,OFF,4,OFF,5,OFF,3,OFF,-1,OFF,1,OFF,-3,OFF,-2,OFF,-1,OFF,0,OFF,4,OFF,0,OFF,3,OFF
1537440742.16740,-1,OFF,1,OFF,0,OFF,2,OFF,-5,OFF,2,OFF,-4,OFF,5,OFF,3,OFF,-1,OFF,1,OFF,-3,OFF,-2,OFF,4,OFF,0,OFF,4,OFF,0,OFF,3,OFF
1537440742.27577,-1,OFF,1,OFF,0,OFF,2,OFF,4,OFF,2,OFF,2,OFF,5,OFF,3,OFF,-1,OFF,1,OFF,-3,OFF,-2,OFF,1,OFF,0,OFF,4,OFF,0,OFF,3,OFF
1537440742.38414,-1,OFF,1,OFF,0,OFF,2,OFF,4,OFF,2,OFF,2,OFF,5,OFF,-4,OFF,-1,OFF,1,OFF,-3,OFF,-2,OFF,7,OFF,0,OFF,4,OFF,0,OFF,3,OFF
1537440742.49251,-1,OFF,1,OFF,-3,OFF,2,OFF,4,OFF,2,OFF,2,OFF,5,OFF,5,OFF,-1,OFF,1,OFF,-3,OFF,-2,OFF,0,OFF,0,OFF,4,OFF,0,OFF,3,OFF
1537440742.60088,-1,OFF,1,OFF,6,OFF,2,OFF,4,OFF,2,OFF,-5,OFF,5,OFF,-3,OFF,-1,OFF,1,OFF,-3,OFF,6,OFF,6,OFF,0,OFF,4,OFF,0,OFF,3,OFF
1537440742.70925,-1,OFF,1,OFF,-2,OFF,2,OFF,4,OFF,2,OFF,2,OFF,5,OFF,6,OFF,-1,OFF,1,OFF,-3,OFF,-3,OFF,-1,OFF,0,OFF,4,OFF,0,OFF,3,OFF
1537440742.81762,-1,OFF,1,OFF,4,OFF,2,OFF,4,OFF,2,OFF,-5,OFF,5,OFF,0,OFF,-1,OFF,6,OFF,-3,OFF,-3,OFF,4,OFF,0,OFF,4,OFF,0,OFF,3,OFF
1537440742.92599,-1,OFF,1,OFF,4,OFF,2,OFF,4,OFF,2,OFF,3,OFF,5,OFF,0,OFF,-1,OFF,-2,OFF,-3,OFF,-3,OFF,0,OFF,0,OFF,4,OFF,0,OFF,3,OFF
1537440743.03436,-1,OFF,1,OFF,4,OFF,2,OFF,-5,OFF,2,OFF,-4,OFF,5,OFF,0,OFF,-1,OFF,-2,OFF,-3,OFF,-3,OFF,0,OFF,0,OFF,4,OFF,0,OFF,3,OFF
1537440743.14273,-1,OFF,1,OFF,4,OFF,2,OFF,3,OFF,2,OFF,1,OFF,5,OFF,0,OFF,-1,OFF,-2,OFF,-3,OFF,-3,OFF,0,OFF,0,OFF,4,OFF,0,OFF,3,OFF
1537440743.25110,-1,OFF,1,OFF,-5,OFF,2,OFF,-5,OFF,2,OFF,1,OFF,5,OFF,5,OFF,6,OFF,-2,OFF,-3,OFF,-3,OFF,0,OFF,0,OFF,4,OFF,0,OFF,3,OFF
1537440743.35947,-1,OFF,1,OFF,6,OFF,2,OFF,1,OFF,2,OFF,-6,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-3,OFF,4,OFF,0,OFF,4,OFF,0,OFF,-3,OFF
1537440743.46784,-1,OFF,1,OFF,6,OFF,2,OFF,1,OFF,2,OFF,2,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-3,OFF,-3,OFF,0,OFF,4,OFF,0,OFF,1,OFF
1537440743.57621,-1,OFF,1,OFF,6,OFF,2,OFF,-5,OFF,2,OFF,2,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-3,OFF,-3,OFF,0,OFF,4,OFF,0,OFF,-3,OFF
1537440743.68458,-1,OFF,1,OFF,6,OFF,2,OFF,2,OFF,2,OFF,2,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-3,OFF,-3,OFF,0,OFF,4,OFF,0,OFF,1,OFF
1537440743.79295,-1,OFF,1,OFF,6,OFF,2,OFF,2,OFF,2,OFF,-4,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-3,OFF,3,OFF,0,OFF,4,OFF,0,OFF,1,OFF
1537440743.90132,-1,OFF,1,OFF,6,OFF,2,OFF,2,OFF,2,OFF,2,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-3,OFF,-3,OFF,0,OFF,4,OFF,0,OFF,1,OFF
1537440744.00969,-1,OFF,1,OFF,6,OFF,2,OFF,2,OFF,2,OFF,-1,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-3,OFF,1,OFF,0,OFF,4,OFF,0,OFF,1,OFF
1537440744.11806,-1,OFF,1,OFF,6,OFF,2,OFF,2,OFF,2,OFF,-1,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,4,OFF,5,OFF,0,OFF,4,OFF,0,OFF,1,OFF
1537440744.22643,-1,OFF,1,OFF,6,OFF,2,OFF,2,OFF,2,OFF,-1,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-2,OFF,-2,OFF,0,OFF,4,OFF,0,OFF,1,OFF
1537440744.33480,-1,OFF,1,OFF,6,OFF,2,OFF,-4,OFF,2,OFF,-1,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-2,OFF,4,OFF,0,OFF,4,OFF,0,OFF,1,OFF
1537440744.44317,-1,OFF,1,OFF,-3,OFF,2,OFF,-1,OFF,2,OFF,-1,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-2,OFF,0,OFF,0,OFF,4,OFF,0,OFF,1,OFF
1537440744.55154,-1,OFF,1,OFF,5,OFF,2,OFF,-1,OFF,2,OFF,-1,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,4,OFF,2,OFF,0,OFF,4,OFF,0,OFF,1,OFF
1537440744.65991,-1,OFF,1,OFF,5,OFF,2,OFF,-1,OFF,2,OFF,-1,OFF,5,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-4,OFF,-3,OFF,0,OFF,4,OFF,0,OFF,1,OFF
1537440744.76828,-1,OFF,1,OFF,5,OFF,2,OFF,-1,OFF,2,OFF,-5,OFF,-4,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-4,OFF,3,OFF,0,OFF,4,OFF,0,OFF,-4,OFF
1537440744.87665,-1,OFF,1,OFF,5,OFF,2,OFF,-1,OFF,2,OFF,2,OFF,1,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-4,OFF,2,OFF,0,OFF,4,OFF,0,OFF,2,OFF
1537440744.98502,-1,OFF,1,OFF,5,OFF,2,OFF,-4,OFF,2,OFF,-4,OFF,1,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-4,OFF,0,OFF,0,OFF,-5,OFF,0,OFF,2,OFF
1537440745.09339,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,2,OFF,1,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,-4,OFF,2,OFF,0,OFF,2,OFF,0,OFF,2,OFF
1537440745.20176,-1,OFF,1,OFF,5,OFF,2,OFF,-5,OFF,2,OFF,2,OFF,1,OFF,4,OFF,6,OFF,6,OFF,-3,OFF,-4,OFF,-4,OFF,0,OFF,2,OFF,0,OFF,2,OFF
1537440745.31013,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,2,OFF,1,OFF,-4,OFF,-4,OFF,1,OFF,-3,OFF,4,OFF,2,OFF,0,OFF,2,OFF,0,OFF,2,OFF
1537440745.41850,-1,OFF,1,OFF,-4,OFF,2,OFF,-4,OFF,2,OFF,2,OFF,1,OFF,4,OFF,-4,OFF,1,OFF,-3,OFF,-3,OFF,-2,OFF,0,OFF,-7,OFF,0,OFF,2,OFF
1537440745.52687,-1,OFF,1,OFF,3,OFF,2,OFF,-2,OFF,2,OFF,-5,OFF,1,OFF,-2,OFF,-4,OFF,1,OFF,-3,OFF,4,OFF,2,OFF,0,OFF,-3,OFF,0,OFF,2,OFF
1537440745.63524,-1,OFF,1,OFF,3,OFF,2,OFF,-2,OFF,2,OFF,2,OFF,1,OFF,-2,OFF,-4,OFF,1,OFF,-3,OFF,-2,OFF,2,OFF,0,OFF,-3,OFF,0,OFF,2,OFF
1537440745.74361,-1,OFF,1,OFF,3,OFF,2,OFF,-2,OFF,2,OFF,2,OFF,1,OFF,4,OFF,-4,OFF,1,OFF,-3,OFF,-2,OFF,-6,OFF,0,OFF,-3,OFF,0,OFF,2,OFF
1537440745.85198,-1,OFF,1,OFF,3,OFF,2,OFF,-4,OFF,2,OFF,-3,OFF,1,OFF,2,OFF,-4,OFF,1,OFF,-3,OFF,-2,OFF,2,OFF,0,OFF,-3,OFF,0,OFF,-3,OFF
1537440745.96035,-1,OFF,1,OFF,3,OFF,2,OFF,2,OFF,2,OFF,4,OFF,1,OFF,2,OFF,-4,OFF,1,OFF,-3,OFF,-2,OFF,-4,OFF,0,OFF,-3,OFF,0,OFF,5,OFF
1537440746.06872,-1,OFF,1,OFF,3,OFF,2,OFF,-5,OFF,2,OFF,4,OFF,1,OFF,4,OFF,5,OFF,1,OFF,-3,OFF,-2,OFF,-4,OFF,0,OFF,-4,OFF,0,OFF,5,OFF
1537440746.17709,-1,OFF,1,OFF,3,OFF,2,OFF,3,OFF,2,OFF,4,OFF,1,OFF,-4,OFF,-6,OFF,1,OFF,-3,OFF,-2,OFF,-4,OFF,0,OFF,2,OFF,0,OFF,5,OFF
1537440746.28546,-1,OFF,1,OFF,-3,OFF,2,OFF,3,OFF,2,OFF,4,OFF,1,OFF,4,OFF,5,OFF,1,OFF,-3,OFF,-2,OFF,-4,OFF,0,OFF,2,OFF,0,OFF,5,OFF
1537440746.39383,-1,OFF,1,OFF,5,OFF,2,OFF,3,OFF,2,OFF,-5,OFF,-5,OFF,-3,OFF,-3,OFF,1,OFF,-3,OFF,4,OFF,3,OFF,0,OFF,2,OFF,0,OFF,5,OFF
1537440746.50220,-1,OFF,1,OFF,3,OFF,2,OFF,3,OFF,2,OFF,-3,OFF,4,OFF,-3,OFF,-3,OFF,6,OFF,-3,OFF,-2,OFF,-5,OFF,0,OFF,2,OFF,0,OFF,5,OFF
1537440746.61057,-1,OFF,1,OFF,3,OFF,2,OFF,3,OFF,2,OFF,3,OFF,4,OFF,-3,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,-5,OFF,0,OFF,2,OFF,0,OFF,5,OFF
1537440746.71894,-1,OFF,1,OFF,-2,OFF,2,OFF,-4,OFF,2,OFF,3,OFF,4,OFF,5,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,-5,OFF,0,OFF,2,OFF,0,OFF,5,OFF
1537440746.82731,-1,OFF,1,OFF,6,OFF,2,OFF,1,OFF,2,OFF,3,OFF,-4,OFF,-4,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,4,OFF,0,OFF,2,OFF,0,OFF,5,OFF
1537440746.93568,-1,OFF,1,OFF,6,OFF,2,OFF,1,OFF,2,OFF,3,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,0,OFF,2,OFF,0,OFF,5,OFF
1537440747.04405,-1,OFF,1,OFF,6,OFF,2,OFF,-5,OFF,2,OFF,-3,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,0,OFF,2,OFF,-5,OFF,5,OFF
1537440747.15242,-1,OFF,1,OFF,6,OFF,2,OFF,3,OFF,2,OFF,2,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,0,OFF,2,OFF,3,OFF,5,OFF
1537440747.26079,-1,OFF,1,OFF,-3,OFF,2,OFF,-4,OFF,2,OFF,2,OFF,6,OFF,4,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,-3,OFF,0,OFF,2,OFF,3,OFF,5,OFF
1537440747.36916,-1,OFF,1,OFF,6,OFF,2,OFF,3,OFF,2,OFF,2,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,1,OFF,0,OFF,2,OFF,3,OFF,5,OFF
1537440747.47753,-1,OFF,1,OFF,-2,OFF,2,OFF,-4,OFF,2,OFF,2,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,2,OFF,0,OFF,2,OFF,3,OFF,5,OFF
1537440747.58590,-1,OFF,1,OFF,5,OFF,2,OFF,3,OFF,2,OFF,2,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,4,OFF,0,OFF,2,OFF,3,OFF,5,OFF
1537440747.69427,-1,OFF,1,OFF,5,OFF,2,OFF,3,OFF,2,OFF,2,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,-2,OFF,0,OFF,-5,OFF,3,OFF,5,OFF
1537440747.80264,-1,OFF,1,OFF,5,OFF,2,OFF,3,OFF,2,OFF,2,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,-2,OFF,0,OFF,3,OFF,3,OFF,5,OFF
1537440747.91101,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,0,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,-3,OFF,-2,OFF,3,OFF,0,OFF,3,OFF,3,OFF,5,OFF
1537440748.01938,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,0,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,7,OFF,-2,OFF,3,OFF,0,OFF,3,OFF,3,OFF,5,OFF
1537440748.12776,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,0,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,1,OFF,-2,OFF,1,OFF,0,OFF,3,OFF,3,OFF,5,OFF
1537440748.23613,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,-5,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,1,OFF,-2,OFF,4,OFF,0,OFF,3,OFF,3,OFF,5,OFF
1537440748.34450,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,2,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,1,OFF,-2,OFF,-1,OFF,0,OFF,3,OFF,3,OFF,5,OFF
1537440748.45287,-1,OFF,1,OFF,-2,OFF,2,OFF,2,OFF,2,OFF,2,OFF,6,OFF,-4,OFF,-3,OFF,-3,OFF,1,OFF,-2,OFF,-1,OFF,0,OFF,3,OFF,3,OFF,5,OFF
1537440748.56124,-1,OFF,1,OFF,2,OFF,2,OFF,-5,OFF,2,OFF,-6,OFF,6,OFF,-4,OFF,-3,OFF,6,OFF,1,OFF,-2,OFF,-1,OFF,0,OFF,3,OFF,3,OFF,5,OFF
1537440748.66961,-1,OFF,1,OFF,2,OFF,2,OFF,4,OFF,2,OFF,2,OFF,6,OFF,-4,OFF,-3,OFF,-4,OFF,1,OFF,-2,OFF,2,OFF,0,OFF,3,OFF,3,OFF,5,OFF
1537440748.77798,-1,OFF,1,OFF,2,OFF,2,OFF,2,OFF,2,OFF,2,OFF,6,OFF,-4,OFF,-3,OFF,-4,OFF,1,OFF,-2,OFF,5,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440748.88635,-1,OFF,1,OFF,-2,OFF,2,OFF,2,OFF,2,OFF,2,OFF,6,OFF,4,OFF,-3,OFF,-4,OFF,1,OFF,-2,OFF,-4,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440748.99472,-1,OFF,1,OFF,3,OFF,2,OFF,2,OFF,2,OFF,-6,OFF,6,OFF,-1,OFF,-3,OFF,-4,OFF,1,OFF,-2,OFF,2,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440749.10309,-1,OFF,1,OFF,3,OFF,2,OFF,2,OFF,2,OFF,3,OFF,6,OFF,-1,OFF,-3,OFF,-4,OFF,1,OFF,-2,OFF,-1,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440749.21146,-1,OFF,1,OFF,-2,OFF,2,OFF,-3,OFF,2,OFF,3,OFF,6,OFF,-1,OFF,6,OFF,-4,OFF,1,OFF,-2,OFF,-1,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440749.31983,-1,OFF,1,OFF,4,OFF,2,OFF,5,OFF,2,OFF,3,OFF,6,OFF,-1,OFF,-3,OFF,-4,OFF,1,OFF,-2,OFF,4,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440749.42820,-1,OFF,1,OFF,4,OFF,2,OFF,5,OFF,2,OFF,-5,OFF,6,OFF,-1,OFF,-3,OFF,-4,OFF,1,OFF,-2,OFF,1,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440749.53657,-1,OFF,1,OFF,-2,OFF,2,OFF,5,OFF,2,OFF,3,OFF,6,OFF,-1,OFF,-3,OFF,-4,OFF,1,OFF,-2,OFF,1,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440749.64494,-1,OFF,1,OFF,5,OFF,2,OFF,5,OFF,2,OFF,4,OFF,6,OFF,-1,OFF,-3,OFF,-8,OFF,1,OFF,-2,OFF,1,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440749.75331,-1,OFF,1,OFF,5,OFF,2,OFF,-4,OFF,2,OFF,-4,OFF,6,OFF,-1,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,1,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440749.86168,-1,OFF,1,OFF,5,OFF,2,OFF,5,OFF,2,OFF,0,OFF,6,OFF,-1,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,1,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440749.97005,-1,OFF,1,OFF,-1,OFF,2,OFF,5,OFF,2,OFF,0,OFF,6,OFF,4,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,1,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440750.07842,-1,OFF,1,OFF,6,OFF,2,OFF,5,OFF,2,OFF,0,OFF,6,OFF,-4,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,6,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440750.18679,-1,OFF,1,OFF,-3,OFF,2,OFF,5,OFF,2,OFF,0,OFF,6,OFF,4,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,-4,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440750.29516,-1,OFF,1,OFF,-3,OFF,2,OFF,5,OFF,2,OFF,3,OFF,6,OFF,-3,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,-3,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440750.40353,-1,OFF,1,OFF,5,OFF,2,OFF,5,OFF,2,OFF,-6,OFF,6,OFF,-3,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,2,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440750.51190,-1,OFF,1,OFF,5,OFF,2,OFF,5,OFF,2,OFF,1,OFF,6,OFF,-3,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,0,OFF,0,OFF,-4,OFF,3,OFF,5,OFF
1537440750.62027,-1,OFF,1,OFF,5,OFF,2,OFF,5,OFF,2,OFF,-4,OFF,6,OFF,-3,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,0,OFF,0,OFF,2,OFF,3,OFF,5,OFF
1537440750.72864,-1,OFF,1,OFF,5,OFF,2,OFF,5,OFF,2,OFF,0,OFF,6,OFF,4,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,0,OFF,0,OFF,-5,OFF,3,OFF,5,OFF
1537440750.83701,-1,OFF,1,OFF,5,OFF,2,OFF,5,OFF,2,OFF,-4,OFF,6,OFF,-2,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,5,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440750.94538,-1,OFF,1,OFF,5,OFF,2,OFF,5,OFF,2,OFF,1,OFF,6,OFF,4,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,-4,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440751.05375,-1,OFF,1,OFF,5,OFF,2,OFF,-5,OFF,2,OFF,-5,OFF,6,OFF,1,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,3,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440751.16212,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,0,OFF,6,OFF,1,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,-1,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440751.27049,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,-5,OFF,6,OFF,1,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,-1,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440751.37886,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,2,OFF,6,OFF,1,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,-1,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440751.48723,-1,OFF,1,OFF,5,OFF,2,OFF,2,OFF,2,OFF,-4,OFF,6,OFF,1,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,2,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440751.59560,-1,OFF,1,OFF,-4,OFF,2,OFF,-4,OFF,2,OFF,-1,OFF,6,OFF,4,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,-1,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440751.70397,4,OFF,1,OFF,2,OFF,2,OFF,1,OFF,2,OFF,-5,OFF,6,OFF,-2,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,5,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440751.81234,-2,OFF,1,OFF,2,OFF,2,OFF,1,OFF,2,OFF,2,OFF,6,OFF,-2,OFF,-3,OFF,3,OFF,1,OFF,-2,OFF,3,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440751.92071,-2,OFF,1,OFF,-4,OFF,2,OFF,1,OFF,2,OFF,2,OFF,6,OFF,4,OFF,6,OFF,3,OFF,1,OFF,-2,OFF,-7,OFF,0,OFF,4,OFF,3,OFF,5,OFF
1537440752.02908,-2,OFF,1,OFF,3,OFF,2,OFF,1,OFF,2,OFF,2,OFF,6,OFF,-4,OFF,-4,OFF,3,OFF,1,OFF,6,OFF,4,OFF,0,OFF,4,OFF,3,OFF,5,OFF
